formats,gen,name,hp,atk,def,spa,spd,spe,weight,height,isNonstandard,dex_number,alias,Type 1,Type 2,is_Strong
LC,sv,Arrokuda,41,63,40,40,30,66,1.0,0.5,Standard,846.0,arrokuda,Water,None,0
LC,ss,Dwebble,50,65,85,35,35,55,14.5,0.3,Standard,557.0,dwebble,Bug,Rock,0
PU,sv,Glimmet,48,35,42,105,60,60,8.0,0.7,Standard,969.0,glimmet,Rock,Poison,0
NFE,ss,Duosion,65,40,50,125,60,30,8.0,0.6,Standard,578.0,duosion,Psychic,None,0
LC,sm,Seel,65,45,55,45,70,45,90.0,1.1,Standard,86.0,seel,Water,None,0
RU,ss,Raikou,90,85,75,115,100,115,178.0,1.9,Standard,243.0,raikou,Electric,None,0
RUBL,sv,Hawlucha,78,92,75,74,63,118,21.5,0.8,Standard,701.0,hawlucha,Fighting,Flying,0
UU,sm,Feraligatr,85,105,100,79,83,78,88.8,2.3,Standard,160.0,feraligatr,Water,None,0
NFE,ss,Boldore,70,105,105,50,40,20,102.0,0.9,Standard,525.0,boldore,Rock,None,0
OU,ss,Clefable,95,70,73,95,90,60,40.0,1.3,Standard,36.0,clefable,Fairy,None,1
NFE,sm,Swadloon,55,63,90,50,80,42,7.3,0.5,Standard,541.0,swadloon,Bug,Grass,0
PU,ss,Lanturn,125,58,58,76,76,67,22.5,1.2,Standard,171.0,lanturn,Water,Electric,0
OU,sv,Delphox,75,69,72,114,100,104,39.0,1.5,Standard,655.0,delphox,Fire,Psychic,1
PU,sv,Dachsbun,57,80,115,50,80,95,14.9,0.5,Standard,927.0,dachsbun,Fairy,None,0
OU,sv,Hatterene,57,90,95,136,103,29,5.1,2.1,Standard,858.0,hatterene,Psychic,Fairy,1
NUBL,sv,Barraskewda,61,123,60,60,50,136,30.0,1.3,Standard,847.0,barraskewda,Water,None,0
NFE,sv,Flittle,30,35,30,55,30,75,1.5,0.2,Standard,955.0,flittle,Psychic,None,0
LC,sv,Crabrawler,47,82,57,42,47,63,7.0,0.6,Standard,739.0,crabrawler,Fighting,None,0
LC,sv,Drowzee,60,48,45,43,90,42,32.4,1.0,Standard,96.0,drowzee,Psychic,None,0
LC,ss,Tirtouga,54,78,103,53,45,22,16.5,0.7,Standard,564.0,tirtouga,Water,Rock,0
NU,sm,Miltank,95,80,105,40,70,100,75.5,1.2,Standard,241.0,miltank,Normal,None,0
OU,sv,Toxapex,50,63,152,53,142,35,14.5,0.7,Standard,748.0,toxapex,Poison,Water,1
NFE,sv,Gothorita,60,45,70,75,85,55,18.0,0.7,Standard,575.0,gothorita,Psychic,None,0
NU,sv,Clawitzer,71,73,88,120,89,59,35.3,1.3,Standard,693.0,clawitzer,Water,None,0
RU,sv,Weavile,70,120,65,45,85,125,34.0,1.1,Standard,461.0,weavile,Dark,Ice,0
LC,ss,Darumaka-Galar,70,90,45,15,45,50,40.0,0.7,Standard,554.0,darumaka-galar,Ice,None,0
Uber,sv,Miraidon,100,85,100,135,115,135,240.0,3.5,Standard,1008.0,miraidon,Electric,Dragon,1
UU,sm,Gligar,65,75,105,35,65,85,64.8,1.1,Standard,207.0,gligar,Ground,Flying,0
LC,sm,Piplup,53,51,53,61,56,40,5.2,0.4,Standard,393.0,piplup,Water,None,0
Uber,ss,Naganadel,73,73,73,127,73,121,150.0,3.6,Standard,804.0,naganadel,Poison,Dragon,1
UU,sv,Staraptor,85,120,70,50,60,100,24.9,1.2,Standard,398.0,staraptor,Normal,Flying,0
RU,sv,Komala,65,115,65,75,95,65,19.9,0.4,Standard,775.0,komala,Normal,None,0
PU,sv,Tinkatuff,65,55,55,45,82,78,59.1,0.7,Standard,958.0,tinkatuff,Fairy,Steel,0
LC,sm,Slugma,40,40,40,70,40,20,35.0,0.7,Standard,218.0,slugma,Fire,None,0
NFE,sv,Charmeleon,58,64,58,80,65,80,19.0,1.1,Standard,5.0,charmeleon,Fire,None,0
UU,sv,Mimikyu,55,90,80,50,105,96,0.7,0.2,Standard,778.0,mimikyu,Ghost,Fairy,0
Uber,ss,Reshiram,100,120,100,150,120,90,330.0,3.2,Standard,643.0,reshiram,Dragon,Fire,1
LC,sv,Sprigatito,40,61,54,45,45,65,4.1,0.4,Standard,906.0,sprigatito,Grass,None,0
LC,sv,Cubchoo,55,70,40,60,40,40,8.5,0.5,Standard,613.0,cubchoo,Ice,None,0
LC,sv,Rockruff,45,65,40,30,40,60,9.2,0.5,Standard,744.0,rockruff,Rock,None,0
PU,ss,Whimsicott,60,67,85,77,75,116,6.6,0.7,Standard,547.0,whimsicott,Grass,Fairy,0
NFE,ss,Brionne,60,69,69,91,81,50,17.5,0.6,Standard,729.0,brionne,Water,None,0
LC,ss,Inkay,53,54,53,37,46,45,3.5,0.4,Standard,686.0,inkay,Dark,Psychic,0
PUBL,ss,Kingler,55,130,115,50,50,75,60.0,1.3,Standard,99.0,kingler,Water,None,0
OU,sv,Cinderace,80,116,75,65,75,119,33.0,1.4,Standard,815.0,cinderace,Fire,None,1
LC,sm,Pikipek,35,75,30,30,30,65,1.2,0.3,Standard,731.0,pikipek,Normal,Flying,0
LC,sv,Gothita,45,30,50,55,65,45,5.8,0.4,Standard,574.0,gothita,Psychic,None,0
RU,ss,Roserade,60,70,65,125,105,90,14.5,0.9,Standard,407.0,roserade,Grass,Poison,0
OU,sv,Samurott-Hisui,90,108,80,100,65,85,58.2,1.5,Standard,503.0,samurott-hisui,Water,Dark,1
LC,sv,Venonat,60,55,50,40,55,45,30.0,1.0,Standard,48.0,venonat,Bug,Poison,0
NFE,ss,Nidorino,61,72,57,55,55,65,19.5,0.9,Standard,33.0,nidorino,Poison,None,0
LC,ss,Cosmog,43,29,31,29,31,37,0.1,0.2,Standard,789.0,cosmog,Psychic,None,0
PU,bw,Unown,48,72,48,72,48,48,5.0,0.5,Standard,201.0,unown,Psychic,None,0
NU,sv,Jolteon,65,65,60,110,95,130,24.5,0.8,Standard,135.0,jolteon,Electric,None,0
NUBL,ss,Sandslash-Alola,75,100,120,25,65,65,55.0,1.2,Standard,28.0,sandslash-alola,Ice,Steel,0
PU,sv,Crocalor,81,55,78,90,58,49,30.7,1.0,Standard,910.0,crocalor,Fire,None,0
LC,sv,Phanpy,90,60,60,40,40,40,33.5,0.5,Standard,231.0,phanpy,Ground,None,0
OU,sm,Manaphy,100,100,100,100,100,100,1.4,0.3,Standard,490.0,manaphy,Water,None,1
LC,ss,Jangmo-o,45,55,65,45,45,45,29.7,0.6,Standard,782.0,jangmo-o,Dragon,None,0
RU,ss,Registeel,80,75,150,75,150,50,205.0,1.9,Standard,379.0,registeel,Steel,None,0
PU,bw,Slaking,150,160,100,95,65,100,130.5,2.0,Standard,289.0,slaking,Normal,None,0
UU,sv,Floatzel,85,105,55,85,50,115,33.5,1.1,Standard,419.0,floatzel,Water,None,0
NUBL,ss,Pangoro,95,124,78,69,71,58,136.0,2.1,Standard,675.0,pangoro,Fighting,Dark,0
UU,sm,Infernape,76,104,71,104,71,108,55.0,1.2,Standard,392.0,infernape,Fire,Fighting,0
PU,ss,Jellicent,100,60,70,85,105,60,135.0,2.2,Standard,593.0,jellicent,Water,Ghost,0
NFE,sm,Pignite,90,93,55,70,55,55,55.5,1.0,Standard,499.0,pignite,Fire,Fighting,0
PUBL,ss,Omastar,70,60,125,115,70,55,35.0,1.0,Standard,139.0,omastar,Rock,Water,0
LC,ss,Abra,25,20,15,105,55,90,19.5,0.9,Standard,63.0,abra,Psychic,None,0
OU,sm,Gliscor,75,95,125,45,75,95,42.5,2.0,Standard,472.0,gliscor,Ground,Flying,1
OU,sv,Meloetta,100,77,77,128,128,90,6.5,0.6,Standard,648.0,meloetta,Normal,Psychic,1
LC,sv,Magikarp,20,10,55,15,20,80,10.0,0.9,Standard,129.0,magikarp,Water,None,0
Uber,sv,Flutter Mane,55,55,55,135,135,135,4.0,1.4,Standard,987.0,flutter-mane,Ghost,Fairy,1
PU,bw,Unfezant,80,105,80,65,55,93,29.0,1.2,Standard,521.0,unfezant,Normal,Flying,0
PU,sv,Hattrem,57,40,65,86,73,49,4.8,0.6,Standard,857.0,hattrem,Psychic,None,0
LC,sv,Cetoddle,108,68,45,30,40,43,45.0,1.2,Standard,974.0,cetoddle,Ice,None,0
UUBL,ss,Alakazam,55,50,45,135,95,120,48.0,1.5,Standard,65.0,alakazam,Psychic,None,1
LC,ss,Blipbug,25,20,20,25,45,45,8.0,0.4,Standard,824.0,blipbug,Bug,None,0
PU,bw,Beedrill,65,80,40,45,80,75,29.5,1.0,Standard,15.0,beedrill,Bug,Poison,0
OU,sv,Typhlosion-Hisui,73,84,78,119,85,95,69.8,1.6,Standard,157.0,typhlosion-hisui,Fire,Ghost,1
LC,ss,Zubat,40,45,35,30,40,55,7.5,0.8,Standard,41.0,zubat,Poison,Flying,0
Uber,sv,Arceus-Fairy,120,120,120,120,120,120,320.0,3.2,Standard,493.0,arceus-fairy,Fairy,None,1
UUBL,ss,Latias,80,80,90,110,130,110,40.0,1.4,Standard,380.0,latias,Dragon,Psychic,1
NFE,sv,Skiploom,55,45,50,45,65,80,1.0,0.6,Standard,188.0,skiploom,Grass,Flying,0
NFE,ss,Type: Null,95,95,95,95,95,59,120.5,1.9,Standard,772.0,type-null,Normal,None,0
NU,sv,Ursaring,90,130,75,75,75,55,125.8,1.8,Standard,217.0,ursaring,Normal,None,0
OU,sv,Magearna-Original,80,95,115,130,115,65,80.5,1.0,Standard,801.0,magearna-original,Steel,Fairy,1
OU,sv,Persian-Alola,65,60,60,75,65,115,33.0,1.1,Standard,53.0,persian-alola,Dark,None,1
PU,bw,Solrock,70,95,85,55,65,70,154.0,1.2,Standard,338.0,solrock,Rock,Psychic,0
NU,sv,Lurantis,70,105,90,80,90,45,18.5,0.9,Standard,754.0,lurantis,Grass,None,0
PU,sv,Dartrix,78,75,75,70,70,52,16.0,0.7,Standard,723.0,dartrix,Grass,Flying,0
LC,ss,Popplio,50,54,54,66,56,40,7.5,0.4,Standard,728.0,popplio,Water,None,0
LC,sv,Makuhita,72,60,30,20,30,25,86.4,1.0,Standard,296.0,makuhita,Fighting,None,0
NFE,sv,Sliggoo-Hisui,58,75,83,83,113,40,68.5,0.7,Standard,705.0,sliggoo-hisui,Steel,Dragon,0
LC,ss,Treecko,40,45,35,65,55,70,5.0,0.5,Standard,252.0,treecko,Grass,None,0
UU,ss,Primarina,80,74,74,126,116,60,44.0,1.8,Standard,730.0,primarina,Water,Fairy,0
UU,sv,Magnezone,70,70,115,130,90,60,180.0,1.2,Standard,462.0,magnezone,Electric,Steel,0
LC,sv,Finneon,49,49,56,49,61,66,7.0,0.4,Standard,456.0,finneon,Water,None,0
Uber,sv,Koraidon,100,135,115,85,100,135,303.0,2.5,Standard,1007.0,koraidon,Fighting,Dragon,1
LC,ss,Gossifleur,40,40,60,40,60,10,2.2,0.4,Standard,829.0,gossifleur,Grass,None,0
Uber,sv,Eternatus,140,85,95,145,95,130,950.0,20.0,Standard,890.0,eternatus,Poison,Dragon,1
LC,ss,Lotad,40,30,30,40,50,30,2.6,0.5,Standard,270.0,lotad,Water,Grass,0
UUBL,bw,Wobbuffet,190,33,58,33,58,33,28.5,1.3,Standard,202.0,wobbuffet,Psychic,None,1
PU,bw,Furret,85,76,64,45,55,90,32.5,1.8,Standard,162.0,furret,Normal,None,0
PU,bw,Maractus,75,86,67,106,67,60,28.0,1.0,Standard,556.0,maractus,Grass,None,0
LC,sv,Yungoos,48,70,30,30,30,45,6.0,0.4,Standard,734.0,yungoos,Normal,None,0
PU,bw,Kricketune,77,85,51,55,51,65,25.5,1.0,Standard,402.0,kricketune,Bug,None,0
OU,sv,Goodra-Hisui,80,100,100,110,150,60,334.1,1.7,Standard,706.0,goodra-hisui,Steel,Dragon,1
PU,xy,Dusknoir,45,100,135,65,135,45,106.6,2.2,Standard,477.0,dusknoir,Ghost,None,0
LC,sv,Rolycoly,30,40,50,40,50,30,12.0,0.3,Standard,837.0,rolycoly,Rock,None,0
NU,ss,Dhelmise,70,131,100,86,90,40,210.0,3.9,Standard,781.0,dhelmise,Ghost,Grass,0
PU,ss,Hitmonlee,50,120,53,35,110,87,49.8,1.5,Standard,106.0,hitmonlee,Fighting,None,0
LC,ss,Archen,55,112,45,74,45,70,9.5,0.5,Standard,566.0,archen,Rock,Flying,0
LC,sm,Chimchar,44,58,44,58,44,61,6.2,0.5,Standard,390.0,chimchar,Fire,None,0
NFE,ss,Ivysaur,60,62,63,80,80,60,13.0,1.0,Standard,2.0,ivysaur,Grass,Poison,0
UU,sv,Brambleghast,55,115,70,80,70,90,6.0,1.2,Standard,947.0,brambleghast,Grass,Ghost,0
UU,sv,Iron Jugulis,94,80,86,122,80,108,111.0,1.3,Standard,993.0,iron-jugulis,Dark,Flying,0
LC,ss,Yamask-Galar,38,55,85,30,65,30,1.5,0.5,Standard,562.0,yamask-galar,Ground,Ghost,0
LC,sv,Magnemite,25,35,70,95,55,45,6.0,0.3,Standard,81.0,magnemite,Electric,Steel,0
NFE,sv,Dunsparce,100,70,70,65,65,45,14.0,1.5,Standard,206.0,dunsparce,Normal,None,0
NFE,ss,Clefairy,70,45,48,60,65,35,7.5,0.6,Standard,35.0,clefairy,Fairy,None,0
OU,ss,Tapu Koko,70,115,85,95,75,130,20.5,1.8,Standard,785.0,tapu-koko,Electric,Fairy,1
LC,ss,Purrloin,41,50,37,50,37,66,10.1,0.4,Standard,509.0,purrloin,Dark,None,0
PU,bw,Lopunny,65,76,84,54,96,105,33.3,1.2,Standard,428.0,lopunny,Normal,None,0
PU,bw,Carnivine,74,100,72,90,72,46,27.0,1.4,Standard,455.0,carnivine,Grass,None,0
PU,bw,Huntail,55,104,105,94,75,52,27.0,1.7,Standard,367.0,huntail,Water,None,0
NFE,sv,Gastly,30,35,30,100,35,80,0.1,1.3,Standard,92.0,gastly,Ghost,Poison,0
NU,sv,Whiscash,110,78,73,76,71,60,23.6,0.9,Standard,340.0,whiscash,Water,Ground,0
LC,sv,Fidough,37,55,70,30,55,65,10.9,0.3,Standard,926.0,fidough,Fairy,None,0
PU,sm,Carracosta,74,108,133,83,65,32,81.0,1.2,Standard,565.0,carracosta,Water,Rock,0
NU,xy,Cradily,86,81,97,81,107,43,60.4,1.5,Standard,346.0,cradily,Rock,Grass,0
OU,ss,Tapu Lele,70,85,75,130,115,95,18.6,1.2,Standard,786.0,tapu-lele,Psychic,Fairy,1
RU,sv,Blissey,255,10,10,75,135,55,46.8,1.5,Standard,242.0,blissey,Normal,None,0
NFE,sm,Kakuna,45,25,50,25,25,35,10.0,0.6,Standard,14.0,kakuna,Bug,Poison,0
LC,sv,Gulpin,70,43,53,43,53,40,10.3,0.4,Standard,316.0,gulpin,Poison,None,0
NU,sm,Klinklang,60,100,115,70,85,90,81.0,0.6,Standard,601.0,klinklang,Steel,None,0
NFE,sm,Grotle,75,89,85,55,65,36,97.0,1.1,Standard,388.0,grotle,Grass,None,0
NFE,ss,Nuzleaf,70,70,40,60,40,60,28.0,1.0,Standard,274.0,nuzleaf,Grass,Dark,0
LC,sm,Spinarak,40,60,40,40,40,30,8.5,0.5,Standard,167.0,spinarak,Bug,Poison,0
LC,sv,Impidimp,45,45,30,55,40,50,5.5,0.4,Standard,859.0,impidimp,Dark,Fairy,0
OU,sv,Ting-Lu,155,110,125,55,80,45,699.7,2.7,Standard,1003.0,ting-lu,Dark,Ground,1
UU,ss,Keldeo-Resolute,91,72,90,129,90,108,48.5,1.4,Standard,647.0,keldeo-resolute,Water,Fighting,0
LC,sv,Chewtle,50,64,50,38,38,44,8.5,0.3,Standard,833.0,chewtle,Water,None,0
OU,sv,Heatran,91,90,106,130,106,77,430.0,1.7,Standard,485.0,heatran,Fire,Steel,1
Uber,sv,Iron Bundle,56,80,114,124,60,136,11.0,0.6,Standard,991.0,iron-bundle,Ice,Water,1
PU,bw,Watchog,60,85,69,60,69,77,27.0,1.1,Standard,505.0,watchog,Normal,None,0
LC,sv,Toxel,40,38,35,54,35,40,11.0,0.4,Standard,848.0,toxel,Electric,Poison,0
NUBL,ss,Entei,115,115,85,90,75,100,198.0,2.1,Standard,244.0,entei,Fire,None,0
PU,ss,Archeops,75,140,65,112,65,110,32.0,1.4,Standard,567.0,archeops,Rock,Flying,0
OU,sv,Sneasler,80,130,60,40,80,120,43.0,1.3,Standard,903.0,sneasler,Fighting,Poison,1
NUBL,sm,Cofagrigus,58,50,145,95,105,30,76.5,1.7,Standard,563.0,cofagrigus,Ghost,None,0
NUBL,ss,Barbaracle,72,105,115,54,86,68,96.0,1.3,Standard,689.0,barbaracle,Rock,Water,0
NFE,sm,Aipom,55,70,55,40,55,85,11.5,0.8,Standard,190.0,aipom,Normal,None,0
Uber,ss,Lunala,137,113,89,137,107,97,120.0,4.0,Standard,792.0,lunala,Psychic,Ghost,1
OU,sv,Carbink,50,50,150,50,150,50,5.7,0.3,Standard,703.0,carbink,Rock,Fairy,1
PU,xy,Probopass,60,55,145,75,150,40,340.0,1.4,Standard,476.0,probopass,Rock,Steel,0
NFE,ss,Swirlix,62,48,66,59,57,49,3.5,0.4,Standard,684.0,swirlix,Fairy,None,0
LC,sm,Pansage,50,53,48,53,48,64,10.5,0.6,Standard,511.0,pansage,Grass,None,0
OU,sv,Arcanine-Hisui,95,115,80,95,80,90,168.0,2.0,Standard,59.0,arcanine-hisui,Fire,Rock,1
UU,sv,Gallade,68,125,65,65,115,80,52.0,1.6,Standard,475.0,gallade,Psychic,Fighting,0
NUBL,ss,Sigilyph,72,58,80,103,80,97,14.0,1.4,Standard,561.0,sigilyph,Psychic,Flying,0
PUBL,ss,Duraludon,70,95,115,120,50,85,40.0,1.8,Standard,884.0,duraludon,Steel,Dragon,0
LC,sv,Fomantis,40,55,35,50,35,35,1.5,0.3,Standard,753.0,fomantis,Grass,None,0
NFE,ss,Grovyle,50,65,45,85,65,95,21.6,0.9,Standard,253.0,grovyle,Grass,None,0
PU,bw,Fearow,65,90,65,61,61,100,38.0,1.2,Standard,22.0,fearow,Normal,Flying,0
PU,bw,Illumise,65,47,55,73,75,85,17.7,0.6,Standard,314.0,illumise,Bug,None,0
RU,sv,Abomasnow,90,92,75,92,85,60,135.5,2.2,Standard,460.0,abomasnow,Grass,Ice,0
LC,sm,Sentret,35,46,34,35,45,20,6.0,0.8,Standard,161.0,sentret,Normal,None,0
RU,sm,Swellow,60,85,60,75,50,125,19.8,0.7,Standard,277.0,swellow,Normal,Flying,0
PU,bw,Sunflora,75,75,55,105,85,30,8.5,0.8,Standard,192.0,sunflora,Grass,None,0
Uber,sm,Deoxys-Speed,50,95,90,95,90,180,60.8,1.7,Standard,386.0,deoxys-speed,Psychic,None,1
LC,sv,Sobble,50,40,40,70,40,70,4.0,0.3,Standard,816.0,sobble,Water,None,0
PU,bw,Mothim,70,94,50,94,50,66,23.3,0.9,Standard,414.0,mothim,Bug,Flying,0
Uber,sm,Shaymin-Sky,100,103,75,120,75,127,5.2,0.4,Standard,492.0,shaymin-sky,Grass,Flying,1
PU,ss,Claydol,60,70,105,70,120,75,108.0,1.5,Standard,344.0,claydol,Ground,Psychic,0
NU,sv,Bruxish,68,105,70,70,70,92,19.0,0.9,Standard,779.0,bruxish,Water,Psychic,0
LC,ss,Electrike,40,45,40,65,40,65,15.2,0.6,Standard,309.0,electrike,Electric,None,0
NFE,sv,Fletchinder,62,73,55,56,52,84,16.0,0.7,Standard,662.0,fletchinder,Fire,Flying,0
PU,xy,Lapras,130,85,80,85,95,60,220.0,2.5,Standard,131.0,lapras,Water,Ice,0
LC,sv,Scatterbug,38,35,40,27,25,35,2.5,0.3,Standard,664.0,scatterbug,Bug,None,0
OU,sv,Wyrdeer,103,105,72,105,75,65,95.1,1.8,Standard,899.0,wyrdeer,Normal,Psychic,1
LC,sv,Voltorb-Hisui,40,30,50,55,55,100,13.0,0.5,Standard,100.0,voltorb-hisui,Electric,Grass,0
UU,sv,Salamence,95,135,80,110,80,100,102.6,1.5,Standard,373.0,salamence,Dragon,Flying,0
LC,sv,Grimer-Alola,80,80,50,40,50,25,42.0,0.7,Standard,88.0,grimer-alola,Poison,Dark,0
LC,sv,Snover,60,62,50,62,60,40,50.5,1.0,Standard,459.0,snover,Grass,Ice,0
LC,sv,Cacnea,50,85,40,85,40,35,51.3,0.4,Standard,331.0,cacnea,Grass,None,0
NFE,sv,Sneasel-Hisui,55,95,55,35,75,115,27.0,0.9,Standard,215.0,sneasel-hisui,Fighting,Poison,0
NU,sm,Magmortar,75,95,67,125,95,83,68.0,1.6,Standard,467.0,magmortar,Fire,None,0
NFE,ss,Mr. Mime-Galar,50,65,65,90,90,100,56.8,1.4,Standard,122.0,mr-mime-galar,Ice,Psychic,0
RU,sv,Cryogonal,80,50,50,95,135,105,148.0,1.1,Standard,615.0,cryogonal,Ice,None,0
LC,sm,Spearow,40,60,30,31,31,70,2.0,0.3,Standard,21.0,spearow,Normal,Flying,0
LC,sv,Goomy,45,50,35,55,75,40,2.8,0.3,Standard,704.0,goomy,Dragon,None,0
LC,ss,Tentacool,40,40,35,50,100,70,45.5,0.9,Standard,72.0,tentacool,Water,Poison,0
PU,sm,Hitmonchan,50,105,79,35,110,76,50.2,1.4,Standard,107.0,hitmonchan,Fighting,None,0
NFE,ss,Lombre,60,50,50,60,70,50,32.5,1.2,Standard,271.0,lombre,Water,Grass,0
Uber,sv,Zacian-Crowned,92,150,115,80,115,148,355.0,2.8,Standard,888.0,zacian-crowned,Fairy,Steel,1
LC,sv,Bronzor,57,24,86,24,86,23,60.5,0.5,Standard,436.0,bronzor,Steel,Psychic,0
PUBL,ss,Exeggutor-Alola,95,105,85,125,75,45,415.6,10.9,Standard,103.0,exeggutor-alola,Grass,Dragon,0
